date,track,rank,stock_id,name
2026-07-28,波段T11,12,3706,神達
2026-07-28,波段T16,1,8111,立碁
2026-07-28,波段T16,2,6969,成信實業*-創
2026-07-28,波段T16,3,1526,日馳
2026-07-28,波段T16,4,3441,聯一光
2026-07-28,波段T16,5,3231,緯創
2026-07-28,波段T16,6,3665,貿聯-KY
2026-07-28,波段T16,7,6588,東典光電
2026-07-28,波段T16,8,3669,圓展
2026-07-28,波段T16,9,1467,南緯
2026-07-28,波段T16,10,6243,迅杰
2026-07-28,波段T16,11,8271,宇瞻
2026-07-28,波段T16,12,6598,ABC-KY
2026-07-28,波段T16,13,6414,樺漢
2026-07-28,波段T16,14,4904,遠傳
2026-07-28,波段T16,15,8114,振樺電
2026-07-28,當沖,1,8111,立碁
2026-07-28,當沖,2,3441,聯一光
2026-07-28,當沖,3,2332,友訊
2026-07-28,當沖,4,3362,先進光
2026-07-28,當沖,5,4979,華星光
2026-07-28,當沖,6,6182,合晶
2026-07-28,當沖,7,4541,晟田
2026-07-28,當沖,8,6226,光鼎
2026-07-28,當沖,9,1303,南亞
2026-07-28,當沖,10,5328,華容
2026-07-28,當沖,11,3163,波若威
2026-07-28,當沖,12,8150,南茂
2026-07-28,當沖,13,6213,聯茂
2026-07-28,當沖,14,5371,中光電
2026-07-28,當沖,15,2484,希華
2026-07-29,波段T11,1,2542,興富發
2026-07-29,波段T11,2,2880,華南金
2026-07-29,波段T11,3,2912,統一超
2026-07-29,波段T11,4,5871,中租-KY
2026-07-29,波段T11,5,2801,彰銀
2026-07-29,波段T11,6,1216,統一
2026-07-29,波段T11,7,2892,第一金
2026-07-29,波段T11,8,2637,慧洋-KY
2026-07-29,波段T11,9,2886,兆豐金
2026-07-29,波段T11,10,3017,奇鋐
2026-07-29,波段T11,11,2890,永豐金
2026-07-29,波段T11,12,3706,神達
2026-07-29,波段T16,1,8111,立碁
2026-07-29,波段T16,2,6969,成信實業*-創
2026-07-29,波段T16,3,1526,日馳
2026-07-29,波段T16,4,3441,聯一光
2026-07-29,波段T16,5,3231,緯創
2026-07-29,波段T16,6,3665,貿聯-KY
2026-07-29,波段T16,7,6588,東典光電
2026-07-29,波段T16,8,3669,圓展
2026-07-29,波段T16,9,1467,南緯
2026-07-29,波段T16,10,6243,迅杰
2026-07-29,波段T16,11,8271,宇瞻
2026-07-29,波段T16,12,6598,ABC-KY
2026-07-29,波段T16,13,6414,樺漢
2026-07-29,波段T16,14,4904,遠傳
2026-07-29,波段T16,15,8114,振樺電
2026-07-29,當沖,1,8111,立碁
2026-07-29,當沖,2,3441,聯一光
2026-07-29,當沖,3,2332,友訊
2026-07-29,當沖,4,3362,先進光
2026-07-29,當沖,5,4979,華星光
2026-07-29,當沖,6,6182,合晶
2026-07-29,當沖,7,4541,晟田
2026-07-29,當沖,8,6226,光鼎
2026-07-29,當沖,9,1303,南亞
2026-07-29,當沖,10,5328,華容
2026-07-29,當沖,11,3163,波若威
2026-07-29,當沖,12,8150,南茂
2026-07-29,當沖,13,6213,聯茂
2026-07-29,當沖,14,5371,中光電
2026-07-29,當沖,15,2484,希華
